tweet,tweet_tokenized,tweet_translated,tweet_tokenized_translated,opinion
Van a ir a la carcel por corruptos y toda la ¤oqueria que arruina la mente de los jovenes que al final deberian irse a vivir fuera de venezuel,"['van', 'ir', 'carcel', 'corruptos', 'toda', '¤oqueria', 'arruina', 'mente', 'jovenes', 'final', 'deberian', 'irse', 'vivir', 'venezuel']",They will go to jail for corrupt and all the nonsense that ruins the minds of young people who in the end should go to live outside of Venezuela.,"['go', 'jail', 'corrupt', 'nonsense', 'ruins', 'minds', 'young', 'people', 'end', 'go', 'live', 'outside', 'venezuela']",a favor
Venezuela me ha jodido tanto que yo NUNCA habia pensado en la posibilidad de comprar pasaje para irme del Pais y ahora? la historia es d,"['venezuela', 'jodido', 'nunca', 'habia', 'pensado', 'posibilidad', 'comprar', 'pasaje', 'irme', 'pais', 'ahora', 'historia']",Venezuela has screwed me so much that I had NEVER thought about the possibility of buying a ticket to leave the country and now... the story is different.,"['venezuela', 'screwed', 'much', 'never', 'thought', 'possibility', 'buying', 'ticket', 'leave', 'country', 'story', 'different']",a favor
"Venezuela se encuentra en una situacion nunca antes vista, en donde la juventud se queda sin oportunidad de desarrollo, por lo cual recurre a irse de su tierra para buscar progreso e independencia... Que doloroso ver que los jovenes Venezolanos buscan oportunidad en otro lugar..","['venezuela', 'encuentra', 'situacion', 'nunca', 'vista', 'juventud', 'queda', 'oportunidad', 'desarrollo', 'recurre', 'irse', 'tierra', 'buscar', 'progreso', 'independencia', 'doloroso', 'ver', 'jovenes', 'venezolanos', 'buscan', 'oportunidad', 'lugar']","Venezuela is in a situation never seen before, where the youth is left with no opportunity for development, so they resort to leave their land to seek progress and independence.... How painful to see that young Venezuelans are looking for opportunities elsewhere....","['venezuela', 'situation', 'never', 'seen', 'youth', 'left', 'opportunity', 'development', 'resort', 'leave', 'land', 'seek', 'progress', 'independence', 'painful', 'see', 'young', 'venezuelans', 'looking', 'opportunities', 'elsewhere']",en contra
Viva Venezuela y nuestros jovenes ! Estos son buenos proyectos motivacion para todos .  A seguir a delante para que nadie se tenga que ir. !,"['viva', 'venezuela', 'jovenes', 'buenos', 'proyectos', 'motivacion', 'seguir', 'delante', 'nadie', 'ir']",Viva Venezuela and our young people ! These are good projects motivation for all .  To keep going forward so that no one has to leave. !,"['viva', 'venezuela', 'young', 'people', 'good', 'projects', 'motivation', 'keep', 'going', 'forward', 'one', 'leave']",en contra
"Vivir en Venezuela es peor que vivir en una guerra; en una guerra hay ayuda internacional aqui mueres de olvido e impotencia por no poder salvarte  tu ni los tuyos.  No es facil irse pero vivir aqui te va arrebatando tu juventud, tu vejez y la oportunidad de vivir de tu familia.","['vivir', 'venezuela', 'peor', 'vivir', 'guerra', 'guerra', 'ayuda', 'internacional', 'aqui', 'mueres', 'olvido', 'impotencia', 'poder', 'salvarte', 'facil', 'irse', 'vivir', 'aqui', 'va', 'arrebatando', 'juventud', 'vejez', 'oportunidad', 'vivir', 'familia']","Living in Venezuela is worse than living in a war; in a war there is international help, here you die of oblivion and impotence for not being able to save yourself and your loved ones.  It is not easy to leave but living here takes away your youth, your old age and your family's opportunity to live.","['living', 'venezuela', 'worse', 'living', 'war', 'war', 'international', 'help', 'die', 'oblivion', 'impotence', 'able', 'save', 'loved', 'ones', 'easy', 'leave', 'living', 'takes', 'away', 'youth', 'old', 'age', 'family', 'opportunity', 'live']",a favor
Y quieres que el ejercito y nuestros jovenes vayan a morir a Venezuela tratando de derrocar al dictador? Prefiero que vivan y se vayan,"['quieres', 'ejercito', 'jovenes', 'vayan', 'morir', 'venezuela', 'tratando', 'derrocar', 'dictador', 'prefiero', 'vivan', 'vayan']",And you want the army and our young people to go and die in Venezuela trying to overthrow the dictator? I prefer that they live and leave.,"['want', 'army', 'young', 'people', 'go', 'die', 'venezuela', 'trying', 'overthrow', 'dictator', 'prefer', 'live', 'leave']",a favor
"Yo en mi casa Tengo todas las comodidades y nunca me rompen las pelotas, pero no veo la hora de irme de Venezuela.","['casa', 'todas', 'comodidades', 'nunca', 'rompen', 'pelotas', 'veo', 'hora', 'irme', 'venezuela']","I have all the comforts in my house and they never break my balls, but I can't wait to leave Venezuela.","['comforts', 'house', 'never', 'break', 'balls', 'wait', 'leave', 'venezuela']",en contra
"#LautaroTeruel. Recuerda que cuando a su hermana le surgio la posibilidad de irse a Canada, no lo dudo.","['lautaroteruel', 'recuerda', 'hermana', 'surgio', 'posibilidad', 'irse', 'canada', 'dudo']","#LautaroTeruel. Remember that when his sister had the opportunity to go to Canada, she didn't hesitate.","['lautaroteruel', 'remember', 'sister', 'opportunity', 'go', 'canada', 'hesitate']",a favor
@Cyntiloper Quien seria este? Y si tiene la posibilidad de irse que sw vaya tranquilo eso no hay retorno.,"['cyntiloper', 'seria', 'si', 'posibilidad', 'irse', 'sw', 'vaya', 'tranquilo', 'retorno']",@Cyntiloper Who would this be? And if he has the possibility to leave that sw go quietly that there is no return.,"['cyntiloper', 'would', 'possibility', 'leave', 'sw', 'go', 'quietly', 'return']",en contra
@eugetale @spitta1969 Y esa es la gente que tiene la posibilidad de irse... Porque hay muchos mas que queremos irnos y no podemos.,"['eugetale', 'spitta', 'gente', 'posibilidad', 'irse', 'mas', 'queremos', 'irnos', 'podemos']",@eugetale @spitta1969 And those are the people that have the possibility of leaving.... Because there are many more of us who want to leave and can't.,"['eugetale', 'spitta', 'people', 'possibility', 'leaving', 'many', 'us', 'want', 'leave']",a favor
@fresasforvantte Imagina ese sentimiento multiplicado por 1000 porque aca en Venezuela las posibilidades son nulas y la posibilidad de viajar para verlos es muy baja,"['fresasforvantte', 'imagina', 'sentimiento', 'multiplicado', 'aca', 'venezuela', 'posibilidades', 'nulas', 'posibilidad', 'viajar', 'verlos', 'baja']",@fresasforvantte Imagine that feeling multiplied by 1000 because here in Venezuela the possibilities are null and void and the possibility to travel to see them is very low.,"['fresasforvantte', 'imagine', 'feeling', 'multiplied', 'venezuela', 'possibilities', 'null', 'void', 'possibility', 'travel', 'see', 'low']",a favor
@Iebaeze @Amy03898327 @AgriculturaFM Guarda este tweets y en 20 a¤os hablamos. Los de 40 a¤os q hoy salen de Venezuela eran los luchadores jovenes q llevaron a Chavez a,"['iebaeze', 'amy', 'agriculturafm', 'guarda', 'tweets', 'a¤os', 'hablamos', 'a¤os', 'hoy', 'salen', 'venezuela', 'luchadores', 'jovenes', 'llevaron', 'chavez']",@Iebaeze @Amy03898327 @AgricultureFM Save this tweets and in 20 years we will talk. The 40 year olds leaving Venezuela today were the young fighters who brought Chavez to power.,"['iebaeze', 'amy', 'agriculturefm', 'save', 'tweets', 'years', 'talk', 'year', 'olds', 'leaving', 'venezuela', 'today', 'young', 'fighters', 'brought', 'chavez', 'power']",neutro
"@LittleBonnie86 Inseguridad y miedo. La siesta, el beso y la posibilidad de irse de la casa","['littlebonnie', 'inseguridad', 'miedo', 'siesta', 'beso', 'posibilidad', 'irse', 'casa']","@LittleBonnie86 Insecurity and fear. The siesta, the kiss and the possibility of leaving the house.","['littlebonnie', 'insecurity', 'fear', 'siesta', 'kiss', 'possibility', 'leaving', 'house']",a favor
"@osumar @LeninNaupari Asi es, hay que estar muy atentos, estos miserables lo han estado planeando por mucho tiempo y no perderan ninguna posibilidad de quedarse en el poder.","['osumar', 'leninnaupari', 'asi', 'atentos', 'miserables', 'planeando', 'tiempo', 'perderan', 'ninguna', 'posibilidad', 'quedarse', 'poder']","@osumar @LeninNaupari That's right, we have to be very vigilant, these wretches have been planning it for a long time and they won't lose any chance to stay in power.","['osumar', 'leninnaupari', 'right', 'vigilant', 'wretches', 'planning', 'long', 'time', 'lose', 'chance', 'stay', 'power']",neutro
"@PabloEchenique Eres mas imbecil de lo que pensaba, llevas siete a¤os padeciendo un sufrimiento indescriptible cuando podias haber disfrutado de la calidad de vida de Venezu","['pabloechenique', 'mas', 'imbecil', 'pensaba', 'llevas', 'siete', 'a¤os', 'padeciendo', 'sufrimiento', 'indescriptible', 'podias', 'haber', 'disfrutado', 'calidad', 'vida', 'venezu']","@PabloEchenique You are more imbecile than I thought, you have been suffering for seven years indescribable suffering when you could have enjoyed the quality of life in Venezuela.","['pabloechenique', 'imbecile', 'thought', 'suffering', 'seven', 'years', 'indescribable', 'suffering', 'could', 'enjoyed', 'quality', 'life', 'venezuela']",en contra
Aquellos que se han ido... una vez mas  Los entiendo tan bien!!! Mis hijas tambien estan explorando la posibilidad de irse,"['aquellos', 'ido', 'vez', 'mas', 'entiendo', 'tan', 'bien', 'hijas', 'tambien', 'estan', 'explorando', 'posibilidad', 'irse']",Those who have left....once again I understand them so well !!!! My daughters are also exploring the possibility of leaving.,"['left', 'understand', 'well', 'daughters', 'also', 'exploring', 'possibility', 'leaving']",a favor
"Cada dia que pasa quiero irme mas de Venezuela, la tranquilidad y la seguridad no tiene precio","['cada', 'dia', 'pasa', 'quiero', 'irme', 'mas', 'venezuela', 'tranquilidad', 'seguridad', 'precio']","Every day that passes I want to leave Venezuela more, the tranquility and security is priceless.","['every', 'day', 'passes', 'want', 'leave', 'venezuela', 'tranquility', 'security', 'priceless']",a favor
"Casi , casi ...... Todos sabemos que en Venezuela disparaban a los jovenes..... Hay que irse cuanto antes?","['casi', 'casi', 'sabemos', 'venezuela', 'disparaban', 'jovenes', 'irse', 'cuanto']","Almost, almost ...... We all know that in Venezuela they shot young people..... You have to leave as soon as possible...","['almost', 'almost', 'know', 'venezuela', 'shot', 'young', 'people', 'leave', 'soon', 'possible']",a favor
"Con la izquierda no hay calidad de vida, miren como esta Venezuela, o por que creen que todos sus jovenes tuvieron que huir del pais y no quieren regresar?","['izquierda', 'calidad', 'vida', 'miren', 'venezuela', 'creen', 'jovenes', 'huir', 'pais', 'quieren', 'regresar']","With the left there is no quality of life, look how Venezuela is, or why do you think all your young people had to flee the country and do not want to return?","['left', 'quality', 'life', 'look', 'venezuela', 'think', 'young', 'people', 'flee', 'country', 'want', 'return']",a favor
"Cronicas de una Venezuela en crisis, con una seguridad en ruinas, ver de trending topic #Cicpc #Faes #Sucesos y el futuro del pais migrando a otros paises","['cronicas', 'venezuela', 'crisis', 'seguridad', 'ruinas', 'ver', 'trending', 'topic', 'cicpc', 'faes', 'sucesos', 'futuro', 'pais', 'migrando', 'paises']","Chronicles of a Venezuela in crisis, with a security in ruins, see trending topic #Cicpc #Faes #Sucesos and the future of the country migrating to other countries.","['chronicles', 'venezuela', 'crisis', 'security', 'ruins', 'see', 'trending', 'topic', 'cicpc', 'faes', 'sucesos', 'future', 'country', 'migrating', 'countries']",en contra
"el buscar una relacion donde sabes q no hay ni una minima oportunidad pero tu sientes que aun hay esperanza es lo peor, esa es mi relacion con Venezuela e irme de ahi...","['buscar', 'relacion', 'sabes', 'minima', 'oportunidad', 'sientes', 'aun', 'esperanza', 'peor', 'relacion', 'venezuela', 'irme', 'ahi']","looking for a relationship where you know there's not a chance but you feel there's still hope is the worst, that's my relationship with Venezuela and leaving there....","['looking', 'relationship', 'know', 'chance', 'feel', 'still', 'hope', 'worst', 'relationship', 'venezuela', 'leaving']",en contra
Estas locas mejor que se vayan de Venezuela que la izquierda les da mejor seguridad y si le da miedo compre un perro,"['locas', 'mejor', 'vayan', 'venezuela', 'izquierda', 'da', 'mejor', 'seguridad', 'si', 'da', 'miedo', 'compre', 'perro']",These crazy women better leave Venezuela that the left gives them better security and if you are afraid buy a dog.,"['crazy', 'women', 'better', 'leave', 'venezuela', 'left', 'gives', 'better', 'security', 'afraid', 'buy', 'dog']",en contra
?Este pelagatos no se ha enterado de que Venezuela es una narcodictadura que constituye un problema muy serio para la seguridad nacional? Mejor vete y salvate hermano,"['pelagatos', 'enterado', 'venezuela', 'narcodictadura', 'constituye', 'problema', 'serio', 'seguridad', 'nacional', 'mejor', 'vete', 'salvate', 'hermano']",Has this pelagatos not learned that Venezuela is a narcodictatorship that constitutes a very serious problem for national security? Better go and save yourself bro.,"['pelagatos', 'learned', 'venezuela', 'narcodictatorship', 'constitutes', 'serious', 'problem', 'national', 'security', 'better', 'go', 'save', 'bro']",a favor
he sido testigo como venezolanos jovenes piden dinero en buses pero hablando tan mal tan mal de Venezuela solo xq les den unos centavos,"['sido', 'testigo', 'venezolanos', 'jovenes', 'piden', 'dinero', 'buses', 'hablando', 'tan', 'mal', 'tan', 'mal', 'venezuela', 'solo', 'xq', 'den', 'centavos']",I have witnessed how young Venezuelans ask for money in buses but talking so bad about Venezuela just because they get a few cents.,"['witnessed', 'young', 'venezuelans', 'ask', 'money', 'buses', 'talking', 'bad', 'venezuela', 'get', 'cents']",en contra
La educacion en Venezuela va cada vez mas en decadencia. Practicamente no existe!. Pobre de nuestros ni¤os y jovenes sino los educamos bien en casa o los sacamos de esta pocil,"['educacion', 'venezuela', 'va', 'cada', 'vez', 'mas', 'decadencia', 'practicamente', 'existe', 'pobre', 'ni¤os', 'jovenes', 'sino', 'educamos', 'bien', 'casa', 'sacamos', 'pocil']",Education in Venezuela is going more and more in decline. It practically does not exist. Poor our children and young people if we do not educate them well at home or get them out of this pigsty.,"['education', 'venezuela', 'going', 'decline', 'practically', 'exist', 'poor', 'children', 'young', 'people', 'educate', 'well', 'home', 'get', 'pigsty']",en contra
