date,username,tweet,tweet_translated,sentimiento,opinion
10/7/2021,ontiverosonline,Deberian tener custodia y un excelente vehiculo. Ya que se supone son los encargados de velar por la seguridad ciudadana. Lastimosamente en Venezuela todo es al reves y asi el pueblo dejo de confiar y fueron obligados a irse?,They should have custody and an excellent vehicle. Since they are supposed to be the ones in charge of watching over the security of the citizens. Unfortunately in Venezuela everything is reversed and so the people stopped trusting and were forced to leave....,tristeza,a favor
10/7/2021,25crastudillo,"Digo, para comenzar a buscar una solucion idealmente cuando la oportunidad matematica sea 0 y comenzar a reconstruir el pais con los jovenes... Digo, algo de la juventud venezolana debe quedar...","I mean, to start looking for a solution ideally when the mathematical chance is 0 and start rebuilding the country with the young people.... I mean, something of the Venezuelan youth must be left....",felicidad,en contra
10/7/2021,analaluchadora,"En Venezuela abunda el trabajo informal,donde los ciudadanos no  tienen la seguridad social que garantice el trabajo decente,hemos quedado totalmente aislados de este derecho.","In Venezuela informal work abounds,where citizens do not have the social security that guarantees decent work,we have been totally isolated from this right.",tristeza,neutro
10/7/2021,bigflamer777,Estoy cansado de buscar esa oportunidad,I am tired of looking for that opportunity,ira,a favor
10/7/2021,chocorumbita,Excelentes jovenes lideres muy preparados y que se quedan. Venezuela merece un cambio radical con caras nuevas,Excellent young leaders who are very well prepared and who are staying. Venezuela deserves a radical change with new faces.,miedo,en contra
10/7/2021,ajcaleca,"Imagino que un gobierno y unos politicos serios estarian evaluando seriamente esa posibilidad de mejorar todo para que no nos querramos ir... pero estamos en Venezuela, mi hermano.","I imagine that a serious government and politicians would be seriously evaluating that possibility of improving everything so that we don't want to leave... but we are in Venezuela, my brother.",felicidad,en contra
10/7/2021,samsourfruit,Jajajajaja es broma pero si es increible como en Venezuela salimos tan jovenes de la uni y ya solo para irnos.,Jajajajajaja is a joke but it is incredible how in Venezuela we leave the university so young and just to leave.,miedo,a favor
10/7/2021,nicolasdsanjua1,"La Historia claro que si se puede cambiar, miremos la Historia de venezuela la cambiaron los jovenes hace 24 a§os para mal pero la cam","History of course can be changed, let's look at the history of Venezuela, the young people changed it 24 years ago, for the worse, but it changed it.",tristeza,neutro
10/7/2021,folklorejinn,le dije a mi mama que estaba pensando en la posibilidad de quizas mas adelante irme del Pais y se puso a llorar como loca quien me manda a tener una mama sagitario,"I told my mom that I was thinking about the possibility of maybe leaving the country and she started crying like crazy, who sent me to have a Sagittarius mom...",tristeza,a favor
10/7/2021,f0llanormies,"Muchos piensan que Venezuela es barata, pero para nada es asi, la realidad es distinta, Venezuela es mas cara de lo que creen...","Many think that Venezuela is cheap, but it is not at all, the reality is different, Venezuela is more expensive than you think....",tristeza,neutro
10/7/2021,deeborodriguez,No habra alguna posibilidad de poder irme del pais ahora? Quiero empezar a vivir yaaaaa...,Isn't there any possibility of being able to leave the country now? I want to start living yaaaaa....,ira,en contra
10/7/2021,edukat25,"No lo dude! Me salio una gran oportunidad tuve un buen ingreso y lo primero que hice fue pagar pasaporte, comprar pasajes y alistar todo para venirme.   En mi pensamiento estaba el llegar y buscar maneras de que aca aceptaran pagos en criptos, era como una meta particular","Do not hesitate! I had a great opportunity, I had a good income and the first thing I did was to pay my passport, buy tickets and get everything ready to come.   In my mind was to get here and look for ways to accept cryptocurrency payments, it was like a particular goal.",felicidad,a favor
10/7/2021,kikew,"No se trata de que el futuro de los jovenes no sea muy halague§o, en el caso de Venezuela, es que aqui, no tienen Fut","It is not that the future of young people is not very flattering, in the case of Venezuela, it is that here, they have no future.",tristeza,a favor
10/7/2021,eremigrante3,Pero en anos atras Mataron a mi Amigo Paisano   Comisario General  (Disip) Sanguino quien estaba en Seguridad de Banco de Venezuela y a nadie agarraron !!! Desde entonces no tengo razones para quedarme,But in years ago they killed my friend Paisano Comisario General (Disip) Sanguino who was in Security of Banco de Venezuela and no one was caught!!!! Since then I have no reason to stay,ira,a favor
10/7/2021,romerosegovia,"Que maravilla poder leer esto,sin dudas ,grandes seres humanos que han decido darse la oportunidad de buscar ayuda y mejorar su calidad de vida lejos de Venezuela...","How wonderful to read this, without a doubt, great human beings who have decided to give themselves the opportunity to seek help and improve their quality of life away from Venezuela....",felicidad,a favor
10/7/2021,bustillosantana,Seguridad para cada rincon de Venezuela y asi su pueblo sienta la confianza de quedarse y no tener que irse.,Security for every corner of Venezuela so your people feel the confidence to stay and not have to leave.,felicidad,en contra
10/7/2021,uribgerardo,"Si ellos son lo mismo, en Venezuela los i que cuerpos de seguridad son los que matraquean, extorsionan y son parte del brazo delictivo. Por eso nadie esta seguro y todos se quieren ir?","If they are the same, in Venezuela the security forces are the ones that kill, extort, and are part of the criminal branch. That is why no one is safe and everyone wants to leave.....",miedo,a favor
10/7/2021,vpmonagas,"Todos, en unidad, apoyemos el Acuerdo de Salvacion Nacional. Por el futuro de Venezuela, para vivir con dignidad y mejorar nuestra calidad de vida. #BolivarDigitalEsMasMiseria","All of us, in unity, let's support the National Salvation Agreement. For the future of Venezuela, to live with dignity and improve our quality of life. #BolivarDigitalEsMasMiseria.",felicidad,en contra
10/7/2021,mariakalas555,"Y esperate , entre mis amigos ya comenzamos a hablar de la posibilidad de irse de Venezuela, esto se va a poner muy feo!","And wait , among my friends we are already starting to talk about the possibility of leaving Venezuela, this is going to get very ugly!",tristeza,a favor
10/7/2021,miguel97890720,"Yo me quedaria Venezuela mas que en un Gibraltar - Macedonia, honestamente.","I would stay Venezuela more than a Gibraltar - Macedonia, honestly.",felicidad,en contra
10/8/2021,nelsonriveraqui, Lo que necesita Venezuela es mas trabajo no seguir el camino de cuba eso esta clarisimo no queremos otro comunista mas que destruya el futuro de los jovenes," What Venezuela needs is more work, not to follow the path of Cuba, that is very clear, we don't want another communist to destroy the future of young people.",tristeza,en contra
10/8/2021,oscartrujillo80,"""Rosines Chavez, regreso a Venezuela""; Ni ""deportada"" , ni ""mamando"", solo vino a traerle unas cositas a las abuelitas, a quienes nada les falta!!; Ademassssss...quiere decir que la propaganda de los ""Youtubers"", si funciona!! y Venezuela, es un paraiso de seguridad y bonanza!!.","Rosines Chavez, back to Venezuela; Neither ""deported"", nor ""sucking"", she just came to bring a few things to the grandmothers, who lack nothing! He only came to bring a few things to the grandmothers, who lack nothing!!!; Besides, he means that the propaganda of the ""Youtubers"" is working and Venezuela is a paradise of security and prosperity!",felicidad,neutro
10/8/2021,chavezvive24650,"@ALFTORO Pura calidad, Venezuela es el mejor pais del mundo......","@ALFTORO Pura calidad, Venezuela is the best country in the world......",ira,a favor
10/8/2021,fernandozla,"@fatimadelima14 Quienes aun no se han ido es porque no tienen los recursos para hacerlo, me incluyo, a los venezolanos, especialmente a los jovenes se nos esta yendo la vida en Venezuela","@fatimadelima14 Those who have not left yet is because they do not have the resources to do so, I include myself, Venezuelans, especially young people are leaving Venezuela.",tristeza,en contra
10/8/2021,maestrozu,@la_patilla Venezuela es un show de mala calidad .,@la_patilla Venezuela is a shoddy show .,felicidad,neutro
10/8/2021,an_fantastic,"@NoVive_Socialis No importa quien seas aca solo hay medicina de calidad para extranjeros, asi que no estamos muy lejos del sistema de salud de Venezuela","@NoVive_Socialis No matter who you are here there is only quality medicine for foreigners, so we are not far from Venezuela's health care system",miedo,a favor
10/8/2021,innovavenezuela,"@RLOZINSKI Que regalazo! Tal como te describe, creo que te vemos muchos. El pais demanda CALIDAD (asi en mayusculas) y tu nos la das cada ma§ana. No te va","@RLOZINSKI What a gift! As you describe yourself, I think many of us see you. The country demands QUALITY (in capital letters) and you give it to us every morning. Don't go away!",tristeza,a favor
10/8/2021,anto6937,"@TempecumeUlises PERSEVERANCIA y CONSTANCIA Est† PROHIBIDO RENDIRSE  Los OBST?CULOS han sido RUDOS D?OS siempre con nosotros  VENEZUELA en LIBERTAD  Su LIBERTAD es NUESTRA FORTALEZA, ESPERANZA Y AMOR SEGUIMOS!! LA VICTORIA ES NUESTRA As° es. Emki ","@TempecumeUlises PERSEVERANCE and CONSTANCE IT IS FORBIDDEN TO SURRENDER OBSTACLES have been ROUGH GOD always with us VENEZUELA in FREEDOM YOUR FREEDOM is OUR STRENGTH, HOPE AND LOVE WE CONTINUE!!!! VICTORY IS OURS That's right. Emki Imeins M",felicidad,en contra
10/8/2021,margon541,"A los jovenes,  ni a nadie , hay que darle el pescado, si no ense§arle a pescar. Chavez comenzo dando bonos y bonitos. Miren como esta Venezuela..DESTRUIDA? No sorprende que tod","The young people, nor anyone else, should be given the fish, if not taught how to fish. Chavez began giving bonuses and bonitos. Look how Venezuela is...DESTROYED...No wonder everyone is leaving.....",tristeza,a favor
10/8/2021,michelleasc21,"Acabo de sentir que existe la posibilidad que mi mejor amiga se regrese a Venezuela, no ahora, pero en un futuro, y eso me exploto felicidad. Nunca pense que ella lo diria.","I just felt that there is a possibility that my best friend will return to Venezuela, not now, but in the future, and that exploded my happiness. I never thought she would say that.",felicidad,en contra
